Review_Clean,Sentiment,Topic,Topic_Label
gecelik gitmişdikçok eglendik animasyon grup teşekkür ederimözellikle Hüseyin uğur abi temiz rahatdıhizmet süperdipersonel güleryüzlü samimi herşey güzel,1,-1,Uncategorized
özellik Hatice hizmet memnun kaldıkhizmeti gül yüzlü olma iyi özellik kokteyl denenmeliotel anlam iyiözellikle barı eğlence sistem başarılı,1,0,Entertainment & Animation
güzel özellik pool bar daki asil herşeyinden memnun kal sade iyi katamaran gitmek zevkliydiyemekleri güzel alkol bakımından çeşit alkol memnun kal eğlence anlam güzel,1,0,Entertainment & Animation
harıka özellik lobby bar Ayşe temızlıkçi Ayşe iyi çalış seneye gelecek inşallah eş dost tavsiye servıs güzel güzel teşekkür görüşmek dilek,1,0,Entertainment & Animation
super memnun kaldik herşey mukemmeldi ilk bun gidecegim trendy lara olacaktir Ayşe ilgi super memnun kaldik temizlikci ahmetbey temizlik yapan ayse gönül isim sayamadiğim bilemedik iyi iş yapiıorlar,1,-1,Uncategorized
günlük iç alan güzel süper geniş ferah yeterli gerçekten inanılmaz lezzetli güzel animasyon gösteri aktivite yeterli aktivite okçuluk hoş git hakan ok at teknik güzel anlat tek sorun pool bar yetersiz kenar yetersiz sipariş verecek adam gör iyi tesekkürler,1,17,Very Positive
kat Nuran ilgi alakalı animasyon hakan kardeş okçuluk güzel öğret animasyon ekip ayrı teşekkür kaldık hizmet süper unutmadan patenci Mehmet kardeş teşekkür eder gül yüzlü cana yak ayrı zaman,1,6,Negative Experience
gecelik süper eğlen güzel vakit geçir içecek güzel animasyon ekip teşekkür eder okçuluk hakan süper ayrı teşekkür eder,1,-1,Uncategorized
yeni giriş yap sıcak karşıla gül yüzlü hizmet giriş memnun edil kısa içeri hazırlan konum manzara bakımından doğal eşsiz güzellik güzel misafir ilişki sorumlu pınar dakikalarca anlat gül güzel olduk duy hikyen bakımından gayet kaliteli gelme düşünen tavsiye eder memnun kal iyi,1,8,Pool & Cleanliness
giriş ilk karşılamadan ilgi memnun kal gayet güzel temiz özellik misafir ilişki sorumlu pınar memnun kal teşekkür eder,1,3,Personal Thanks
kız kız geldik eşlik ede anlam beğen eski yapı olma gayet hijyenik gül yüzlü konu el gelen yardım içtenlik yap konum iyi kuytu kaldık rüzgârsız keyfî yasa imkân tanı gayet güzel lezzetli aç kalma imkân tercih uygun imkani mevcut misafir ilişki pınar guler samimi sohbet hissî vere güven an yan gelir mutlaka bi fırsat yaratıp beraber kahve yıllık hatır kal,1,-1,Uncategorized
herbilife grup gerçekten konum ilgi alaka muhteşem yer özellik Müşteri hizmet sorumlu oldukça yardımcı ilgilen toplantı salon iyi sunum oldukça güzel tavsiye,1,3,Personal Thanks
harika hijyenik olduk soylebilirim gayet gül yüzlü teşekkür özellik konum harikaaaaa yüzde tavsiye cokbasarili bekletmiyolar pınar sonsuz tesekkurler,1,-1,Uncategorized
süper otelcalisanlar tatli misafir ilişki bayan bayıl tatlı lezzetli tavsiye ediyorumlutfen kötü yorum aldan cokacimasiz yorum yapıl hak yorum,1,-1,Uncategorized
beğndik hersey gayet güzel güzel olduk iste gül yüzlü kibar misafir ilişki sorumlu pınar tatlı lütfen lutfenkotu yorum aldan tavsiye,1,-1,Uncategorized
yeni giriş yap itibari hijyen önem veril bekletmeden teslim gayet profesyonel memnun kal barmen garson gayet gül yüzlü misafir ilişki pınar ayrı teşekkür etmek iste,1,0,Entertainment & Animation
itibari temiz güzel manzara konum güzel cesiti lezzetli gönül rahatlık gelebil gül yüzlü resefdiyon ekip iyi misafir ilişki sorumlu bayan kibar memnun kal teşekkür eder,1,8,Pool & Cleanliness
günü profesyonel çalış misafir ilişki pınar yardım sever güzel gayet iyi nazik karşılı lavoboları temiz,1,-1,Uncategorized
gercekten guzel deneyim ozellikle cocuk kulubu harikaydi tur alakali yasadigimiz problem yardimci yonetimine tesekkur eder seneye gelecegiz,1,-1,Uncategorized
aninasyon aktvitelerijden gayet memnun kaldim hakan silaya ilgi dolayi tesekkur eder guzelliginden temizliginden gayet memnun kaldik odanin temizliginden gayet memnun kaldik tavsiye siddetle,1,4,Nationality & Language
eksiksiz hizmet sunulmaktaodaların fiziki durum temizlikpersonelin gül dikkat çekmek restoran hizmet alternatif tercih harika sonuç gül yüzlü yorulmak bilmeyen çalışanlariyla sueno hizmet yön harikaydıbir puan cetvel üzerinde çalışma başarı dile,1,-1,Uncategorized
yeni açılma maruz gorulen aksakliklar olsada hizmet kalite kalite aqua park iyidi mükemmel yakındıanimatör arkadaslar gayet samimiydiözellikle Burak kardeş tesekkur guleryuzlu sempatik iş ehliinsallah bidahaki gorusmek dilek,1,5,General Experience
eğlen içecek oldukça kaliteli lezzetli yeni olma dedik sonraki bayram kalabalık gelecek verilen hizmet memnun kal,1,0,Entertainment & Animation
uzun farklı bölge farklı konakla yaptıkyeni açılma eksiksiz şekil hizmet verdi güzel rahat plaj güzel harikaağustos sonunda geleceğizsi moon palace teşekkür eder,1,1,Staff & Service
Türk leziz gelinip kalın kaliteli harika mutlaka dene gül yüzlü memnun kal gelecek liste al önerii,1,2,Room Issues
kal temizlik numara özellik çocuk eğlen bayıldık güleryüzlü el geleni fazla yap özellik ilgilenen patenci ramazan animasyon Tarık teşekkür eder enerji harika görüşmek dilek,1,-1,Uncategorized
yapan emir harikaydi ictini hizli temiz calisti unutmamak lazim gül yüzlü emir cocuklar özliyecegiz sev,1,37,Hotel Details
yorum güzel hâkeden eşim doğum günü jest öncelik teşekkür eder itinayla seçilmişgiristeki karşılama yer inan gör çık sürekli ihtiyaç gelen harika harika temizlik takıntı temizlik Uzer hizmet kusursuz anlam keyif ayrılacağızoncelikle girisimiz erken saat yapan gönderen Rus Güleryüz yardım eksik etmeyen loca dek Ayşe İsmail barda bahar Müşteri ilişki bahar barda ramazan garson yer denk geldik Mehmet yumurta mis tatlı güleç Ayşen temizligimizi yapan odamizi mis yapan gül yüzlü emin teşekkür iyi inan kıymetli gelir kesinlik evett sürü lüks hotellere git memnun ayrıldık sayılı hotellerden teşekkür eder trendy lara iyi,1,16,Nationality Feedback
konaklamak guzel git mükemmel ler gül yüzlütatilin tat çıkart özellik ilgilenen garson Selçuk memnun teşekkür ler trendy lara,1,0,Entertainment & Animation
memnun kaldik temiz guzeldi hersey guzel git restoranttan bar memnun kaldik gül yüzlüydu özelik calisan garson selcuk memnun uz harika teşekkür ler trendy lara,1,0,Entertainment & Animation
bugün hotele giriş yap hotel yap trendy lara gayet başarılı güzel hotel içecek kalite lezzet üst düzey gül yüzlü yardımsever özellik çevre Mehmet ali gayet kibar çalışkan iş severek yapan teşekkür eder hotel yönetim tebrik ederimseneye gelme düşün,1,7,Beach & Water
ağustos eylül tarih arası birlikte yap gayet güzel lezzetli çeşit bol çorba beğen tatlı özellik baklava çeşit harika baklava usta recep burdan teşekkür eleman güleryüzlü özellik İsmail emin lobbyde Ayşe teşekkür eder animasyon yeterli Show beğen,1,-1,Uncategorized
selam temızlik başarılı lezzetlı doğa görünüm manzara şahane bır anımasyon ekıpı resepsıyon halk ılışkılerdekı pınar barmen hepsı gayet ılgıli gül yüzlü tavsıye edıyorum emin konfor huzur art tavsiye eder,1,8,Pool & Cleanliness
iyi hijyen açı temiz düzenli gül yüzlü animasyon ekip tatlı konum hizmet açı dörtlük tavsiye edebil manzara sükûnet rahatlık eğlence ara arayan mutlaka gelme gereken yer halka ilişki departman pınar ilgi teşekkür eder,1,15,Staff & Food
konum gayet başaralıyemekler gayet iyihavuz iyiodalar gayet temizçalışanlar gayet ilgiliresepsiyon gayet gül yüzlü halk ilişki bayan aşırı gül yüzlü,1,-1,Uncategorized
arkadaslarımla geldım memnun kal hersey ıyıdı temızlık gayat basarılı buyuk bır keıf alarak ayrılı guleryuzlu mısafır ılıskılerı sorumlu pınar ulgılı resepsıyon ekıpı gayet profesyonel calısıyor rest barcı arkadaslar hepsı ılgılı tavsıye edıyoruz,1,-1,Uncategorized
geçen hafta mayıs ayın kara taraf yerleş gerçekten temiz havlu vb değiştir animasyon cennet yardımcı anlat eğlenceli etkinlik yap çocuk mini disco yap çocuk eğlen güzel temizlen tek kötü yan kaydırak çalış yeni açıldık zaman ertesi aç sevecen iyi çeşit,1,-1,Uncategorized
geldik keyiif alarak çık herşey mükemmel candan samimi güzel di temizlik başarılı tavsiye yer manzara olaganustu,1,4,Nationality & Language
başarılı beklet konum itibari enfes manzara harika süper rest bar gül yüzlü misafir ilişki bayan yardımsever gönül rahatlık tavsiye eder,1,-1,Uncategorized
beğen güzel pınar abla ilgilen hijyen gayet iyi recepciondaki gayet iyi çalış barda istedik ulaşabil iyidi tavsiye eder uygun bütçe iyi hizmet al,1,0,Entertainment & Animation
sueno hotelinden memnun kaldik eğlenicek Sur yer ordaki Güldan hanimdan Memun bizimlr ilgilendik teşekkur ederım sueno delux resturan dakı yemeklerdr ıyı herşey teşekkur ederım,1,7,Beach & Water
öncelik keyif aldıgımızı söylemek iste bar Show çocuk kulüp herşey iyi memnun kal ilgilenen barda Zeynep çocuk ilgilenen özge restorantta ad öğrenemedik şef olduk bildik aşçı beyefendi teşekkür,1,0,Entertainment & Animation
ilk geldik memnun kal kalite beğenmesemde iyi özellik yaz kesinlik gelme düşün eşim uzun başbaşa yapabil çocuk kulüp özge teşekkür eder çocuk sayesinde içer çıkmak iste,1,-1,Uncategorized
ağustos eylül arası beraber konakla memnun kal giriş küçük aksilik yaşa yönetim yak ilgi alkasıyla kısa sorun çözül keyif keder ufak sorun alan resim büyük yüzde etraf şezlong sıkıntı akşamları animasyon zayıf kal iyi olabilir aqua alanıda zayıf kal büyük çeşitli olabilir dış sorun aklı geleli saymak bit güzellik öncelik söylemek istedik konu içecek kalite inanılmaz içecek markalı kaliteli ürün iyi yiyecek diyebil kelime bula inanılmaz ayrı güzellik ayrı güzellik çeşit sayı iyi ayrı ayrı lezzet iyi yer bulamayacak sayı çesit son kelimemide snack bölüm kullanmak iste ürüteli ürün iyi lezzetli hele snack bistro kısım lezzet anlatıl yaşan aç kal art niyetli yad yalan söyle yiyecek içecek kalite dış iyi olduk kısım iyi alkalı sürekli gül yüzlü ad hatırlayamadık kusur bak animasyon ekip Tarık bardan bahar seher patenli garson ramazan bardan Mustafa selim yad Selçuk emin kusur bak teşekkür eder sıfır olmama katamaran yolculuk sayesinde eksi artı dönüş keyifli yıl gidebil gönül rahatlık tavsiye edebilecğim yönetim teşekkür eder,1,38,Spa & Cleanliness
hotel hoş git özelik işçi hizmet beyendim işçi arası mert Şener temizleyen abla fisun yeykel ikizide iş iyi yapiyorlar beyenmedimiz olay barkeeper yabanci touristlere cocktail yaprken ugrasiyor is yerli gelince barda karistirmiyor,1,25,Pandemic Period
konum fena temiz hijyenik tatlı lezzetli Zeynep ilgi teşekkür ets tur berk teşekkür gül yüzlü samimi çorba konuşturan steak leri burdayım resmen dillendiren İbrahim usta hele muhteşem pide su börek yap usta el emek sağlık sneack barda İsmail pool barda dilek emir patenci ramazan Fırat animasyon ekip Hüseyin okçuluk hakan Tarık lara ilgi samimiyet teşekkür eder sahip kesinlik lobby barı huzur ev hava acil çıkarma gerekli cansız sıkıcı hal ayrı animasyon canlı hale getir eski banal kal yap araştır haa içme kaçmayan herşeyi kaliteli lezzetli suna çerez yakış,1,16,Nationality Feedback
iyi di baş şezlong sıkıntı saat şezlong tutmama kuralı sözde kural sade işle şahsi havlu alıp götür ayrı çocuk aqua park sürekli kapan çocuklu anlam kal olumlu görüş mini clup ayrı mini clup çimen teşekkür eder sayesinde iyi geç,0,5,General Experience
geldik konakla temiz hijyen kural uygun resepciondaki Zeynep pool barda dilek hanima emir kardeş bar şef firat animatör Hüseyin kardeş okçuluk sevdiren hakan kardeş ilgi dolayi teşekkür ederimana kapalı bölüm garson ana restaruantın bahçe kısım garson getirmen zor birbiri buyur tabir caiz it it it kuyruk misal efsane derece lezzetli tatlı harika özellik pide steak leri muhteşem hergün tavukmu çıkacak hiçmi diyemeyeceğiniz etten bık derece çeşit lezzet Okan bol çeşit eksik gelince otur dinlen alan priz olmama pc nizi yad telefon şarj edebilecek priz kötü gittik masa yakın priz vardıanimatör sayı aktivite yetersiz fazla gerekli belli sık başlı gelin evet herşey teşekkür treny lara,1,13,Golf & Luxury
hotelin yıl katıldıgımız baska hotellere ıyıydı katışdıgımız canlı muzık aktıvıteleri anımasyondakı spor aktıvıtelerinden dısko program hotelin temızliği temızlıgı son derece guzeldi,1,21,Mediocre Feedback
güzel plates yoga çalışma insan güzel ver hizmet iyi güzel farklı çeşit lezzetli spor salon iyi ter temiz,1,31,Kids & Families
şık ufak tefek eksik önemli animasyon ekip kış sezon olma oldukça eğlenme sağla başta sevgili Güldan ekip teşekkür görüşmek,1,-1,Uncategorized
çift herşey mecvut sıkıl sürekli farklı farklı aktivite güzel geç animasyon ekip muhteşem Enes ayrı teşekkür etmek iste anlam yardımcı olduk teşekkür eder,1,6,Negative Experience
olanak iyi herşey çocuk düşünül hijyen covid bi hastalık hareket edil sade maske tak anonns geçil bi yer maske uyarı restorant dahil maske takmıyo öksür hapşır maske tak uyarmıyo kalabalık maske takınca tuhaf bak acayip hasta inşallah covid bidaha tercih,0,-1,Uncategorized
alkollü içki kötü içecek asitsiz ilgisiz tat verdik yüzde dökül klozet arızalı minibarda sade su soda günlük tl koy rezil dökül animasyon yabancı dolu Türk yönelik aktivite,0,2,Room Issues
büyük hayal geldik şok gir yıl ziyaret sene çocuk beraber geleli yol geçen han fazla erkek grup pis böcek tuvalet bozul küvet pis küvet yenilenme kesinlik telefon sapsarı olmuş girince sigara koku ağır perde sin içmeyen kötü durum ara iyi bahsedil gör omlet vere abla dövücek getir tabak al iste der muamele kalk şezlong bulman zorkapasiten Müşteri al resmen verdik üzül tövbe tövbe,0,27,Reception & Staff
itibari gayet memnun kal temiz nezih yer gayet güzel bı sorun yaşa Nuray misafir ilişki pınar teşekkür eder ilgi,1,24,Very Negative
beğen güzel gül yüzlü l prosfoyonel çalış miisafir ilişki pınar fotoğrafçık rkadaslar iyi beğen kesinlik tavsiye,1,-1,Uncategorized
doğal ortam temizlik hijyen anlam iyi olma güzel olma gül yüzlü olma mısafır ılişkılerındekı gorevlı pınar Güleryüz bır bızımle ılgılendı,1,-1,Uncategorized
anlam temiz gül yüzlü temiz güzel bay lezzetli çeşit bay fazla temizlik iyi gayet güzel zaman geçir tavsiye eder misafir ilişki pınar nazik,1,-1,Uncategorized
anlam temiz gül yüzlü ilgi türlü temizlik anlam iyi olanaklarinizin üstün bi imkân karşılaş tercih edebiliceginiz iyi yer bay lezzetli çeşit bay fazla gayet güzel zaman gecirdik tavsiye eder,1,4,Nationality & Language
gayet iyi gayet iyi ilginel aquaparkı iyi konum gayet iyi gayet iyidihavuzdan memnun kal temizlik güzel tel sıkıntı wifi cekiyo belboy dakiler yardımcı,1,5,General Experience
beğen aligadan lezzetli gayet gül yüzlü temizlik gayet başarılı guzel tavsiye pınar teşekkür eder,1,51,Uncategorized
konum güzel doğa oldukça lezzetli gayet gül yüzlü karşıla ekip gayet iyi karşıla koy doğal güzellik hisset temizlik hijyeniklik iyi misafir ilişki pınar son derece kibar nazik davran fazlasıyla ilgilen,1,8,Pool & Cleanliness
essiz doga guzelligi guler yüzlü olmasi essiz guzel karsila ekip olmasi girdigimiz ant mutlu oldukca lezzetli vr odalarin temizligi gayet basari tu ekip sonsuz tessekkur ederkenherkese tavsiye edebilcegim yer,1,-1,Uncategorized
